Campus,Bldg,Building,Zone,Floor,Room,Room SQFT,FICM,FICM Description,Capacity,Beds,Space Type,Room Status,Dept,Dept Name,Unit,Unit Name
STORRS CAMPUS,0002,GULLEY HALL,,03,309,178,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1007,Government Relations,1007,Government Relations
STORRS CAMPUS,0004,KOONS HALL,,00,001,"1,441",210,Class Laboratory,27,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,00,002,124,710,Central Computer or Telecommunications,,,ASSIGNABLE,IN SERVICE,1518,Network Engr and Design,1059,Information Technology Svcs
STORRS CAMPUS,0004,KOONS HALL,,00,005,78,215,Class Laboratory Service,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,00,006,259,215,Class Laboratory Service,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,00,008,278,210,Class Laboratory,12,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,00,009,115,215,Class Laboratory Service,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,00,010,304,315,Office Service,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,00,010A,128,315,Office Service,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,00,010B,117,315,Office Service,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,00,011,203,690,Locker Room,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,00,013,433,250.10,Bench / Wet lab,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,00,013B,117,255.10,Bench / Wet lab Services,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,01,100,450,315,Office Service,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,01,100A,62,315,Office Service,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,01,100B,111,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,01,100C,119,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,01,100D,136,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,01,100E,111,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,01,100F,154,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,01,100G,132,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,01,101,190,350,Conference Room,7,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,01,102,78,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,01,103,549,110,Classroom,30,,ASSIGNABLE,IN SERVICE,1071,Registrar,2001,Academic Operations
STORRS CAMPUS,0004,KOONS HALL,,01,104,78,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,01,105,556,110,Classroom,30,,ASSIGNABLE,IN SERVICE,1071,Registrar,2001,Academic Operations
STORRS CAMPUS,0004,KOONS HALL,,01,106,75,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,01,107,182,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,01,108,81,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,01,109,49,115,Classroom Service,,,ASSIGNABLE,IN SERVICE,1071,Registrar,2001,Academic Operations
STORRS CAMPUS,0004,KOONS HALL,,01,110,160,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,01,111,471,110,Classroom,34,,ASSIGNABLE,IN SERVICE,1071,Registrar,2001,Academic Operations
STORRS CAMPUS,0004,KOONS HALL,,01,112,107,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,01,114,164,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,01,116,473,110,Classroom,34,,ASSIGNABLE,IN SERVICE,1071,Registrar,2001,Academic Operations
STORRS CAMPUS,0004,KOONS HALL,,02,200,51,710,Central Computer or Telecommunications,,,ASSIGNABLE,IN SERVICE,1518,Network Engr and Design,1059,Information Technology Svcs
STORRS CAMPUS,0004,KOONS HALL,,02,201,485,110,Classroom,34,,ASSIGNABLE,IN SERVICE,1071,Registrar,2001,Academic Operations
STORRS CAMPUS,0004,KOONS HALL,,02,202,486,110,Classroom,40,,ASSIGNABLE,IN SERVICE,1071,Registrar,2001,Academic Operations
STORRS CAMPUS,0004,KOONS HALL,,02,204,83,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,02,206,73,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,02,208,75,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,02,210,89,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,02,211A,349,315,Office Service,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,02,211B,205,315,Office Service,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,02,212,74,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,02,214,163,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,02,217,555,350,Conference Room,34,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,02,218,158,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,02,220,90,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,02,222,160,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,02,225,55,315,Office Service,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,02,226,84,315,Office Service,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,02,227,217,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,02,227A,246,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,02,228,223,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,02,228A,245,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,03,301,489,350,Conference Room,14,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,03,302,488,315,Office Service,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,03,304,84,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,03,306,155,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,03,310,83,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,03,312,76,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,03,314,165,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,03,315,177,250.10,Bench / Wet lab,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,03,317,318,250.30,Dry lab,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,03,317A,229,250.30,Dry lab,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,03,318,154,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,03,319,211,350,Conference Room,4,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,03,320,91,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,03,321,346,255.16,Storage,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,03,322,77,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,03,323,174,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,03,324,75,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,03,325,42,315,Office Service,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,03,326,82,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,03,327,322,250.10,Bench / Wet lab,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,03,327A,146,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,03,328,321,250.10,Bench / Wet lab,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0004,KOONS HALL,,03,328A,142,311,Faculty Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0005,DAIRY BARN and SILO,,01,102,656,,,,,ASSIGNABLE,NOT IN SERVICE,,,,
STORRS CAMPUS,0005,DAIRY BARN and SILO,,01,102A,83,,,,,ASSIGNABLE,NOT IN SERVICE,,,,
STORRS CAMPUS,0005,DAIRY BARN and SILO,,01,102B,281,,,,,ASSIGNABLE,NOT IN SERVICE,,,,
STORRS CAMPUS,0005,DAIRY BARN and SILO,,01,103,22,,,,,ASSIGNABLE,NOT IN SERVICE,,,,
STORRS CAMPUS,0005,DAIRY BARN and SILO,,01,104,66,,,,,ASSIGNABLE,NOT IN SERVICE,,,,
STORRS CAMPUS,0005,DAIRY BARN and SILO,,01,104A,19,,,,,ASSIGNABLE,NOT IN SERVICE,,,,
STORRS CAMPUS,0005,DAIRY BARN and SILO,,01,104B,28,,,,,ASSIGNABLE,NOT IN SERVICE,,,,
STORRS CAMPUS,0005,DAIRY BARN and SILO,,01,104C,269,,,,,ASSIGNABLE,NOT IN SERVICE,,,,
STORRS CAMPUS,0005,DAIRY BARN and SILO,,01,105,457,,,,,ASSIGNABLE,NOT IN SERVICE,,,,
STORRS CAMPUS,0005,DAIRY BARN and SILO,,01,105A,45,,,,,ASSIGNABLE,NOT IN SERVICE,,,,
STORRS CAMPUS,0005,DAIRY BARN and SILO,,01,106,111,,,,,ASSIGNABLE,NOT IN SERVICE,,,,
STORRS CAMPUS,0005,DAIRY BARN and SILO,,01,106A,104,,,,,ASSIGNABLE,NOT IN SERVICE,,,,
STORRS CAMPUS,0005,DAIRY BARN and SILO,,01,109,180,,,,,ASSIGNABLE,NOT IN SERVICE,,,,
STORRS CAMPUS,0005,DAIRY BARN and SILO,,01,109A,182,,,,,ASSIGNABLE,NOT IN SERVICE,,,,
STORRS CAMPUS,0005,DAIRY BARN and SILO,,02,200,"1,510",,,,,ASSIGNABLE,NOT IN SERVICE,,,,
STORRS CAMPUS,0005,DAIRY BARN and SILO,,02,201,539,,,,,ASSIGNABLE,NOT IN SERVICE,,,,
STORRS CAMPUS,0005,DAIRY BARN and SILO,,02,202,484,,,,,ASSIGNABLE,NOT IN SERVICE,,,,
STORRS CAMPUS,0005,DAIRY BARN and SILO,,02,203,145,,,,,ASSIGNABLE,NOT IN SERVICE,,,,
STORRS CAMPUS,0005,DAIRY BARN and SILO,,02,204,186,,,,,ASSIGNABLE,NOT IN SERVICE,,,,
STORRS CAMPUS,0005,DAIRY BARN and SILO,,02,205,108,,,,,ASSIGNABLE,NOT IN SERVICE,,,,
STORRS CAMPUS,0005,DAIRY BARN and SILO,,02,205A,6,,,,,ASSIGNABLE,NOT IN SERVICE,,,,
STORRS CAMPUS,0005,DAIRY BARN and SILO,,02,205B,5,,,,,ASSIGNABLE,NOT IN SERVICE,,,,
STORRS CAMPUS,0005,DAIRY BARN and SILO,,02,206,62,,,,,ASSIGNABLE,NOT IN SERVICE,,,,
STORRS CAMPUS,0005,DAIRY BARN and SILO,,02,206A,7,,,,,ASSIGNABLE,NOT IN SERVICE,,,,
STORRS CAMPUS,0005,DAIRY BARN and SILO,,02,206B,4,,,,,ASSIGNABLE,NOT IN SERVICE,,,,
STORRS CAMPUS,0005,DAIRY BARN and SILO,,03,301,"1,082",,,,,ASSIGNABLE,NOT IN SERVICE,,,,
STORRS CAMPUS,0006,HAWLEY ARMORY,,00,001,"2,518",520,Athletic or Physical Education,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0006,HAWLEY ARMORY,,00,002,930,520,Athletic or Physical Education,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0006,HAWLEY ARMORY,,00,003,180,525,Athletic or Physical Education Service,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0006,HAWLEY ARMORY,,00,004,471,525,Athletic or Physical Education Service,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0006,HAWLEY ARMORY,,00,004A,25,525,Athletic or Physical Education Service,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0006,HAWLEY ARMORY,,00,004B,50,525,Athletic or Physical Education Service,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0006,HAWLEY ARMORY,,00,005,60,525,Athletic or Physical Education Service,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0006,HAWLEY ARMORY,,00,006,484,525,Athletic or Physical Education Service,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0006,HAWLEY ARMORY,,00,006A,133,525,Athletic or Physical Education Service,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0006,HAWLEY ARMORY,,00,007,238,525,Athletic or Physical Education Service,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0006,HAWLEY ARMORY,,00,008,230,525,Athletic or Physical Education Service,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0006,HAWLEY ARMORY,,00,009,253,525,Athletic or Physical Education Service,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0006,HAWLEY ARMORY,,00,010,"1,069",525,Athletic or Physical Education Service,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0006,HAWLEY ARMORY,,00,011,107,525,Athletic or Physical Education Service,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0006,HAWLEY ARMORY,,00,012A,272,525,Athletic or Physical Education Service,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0006,HAWLEY ARMORY,,00,012B,134,525,Athletic or Physical Education Service,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0006,HAWLEY ARMORY,,00,013,"1,163",520,Athletic or Physical Education,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0006,HAWLEY ARMORY,,00,013A,517,520,Athletic or Physical Education,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0006,HAWLEY ARMORY,,00,015,397,710,Central Computer or Telecommunications,,,ASSIGNABLE,IN SERVICE,1518,Network Engr and Design,1059,Information Technology Svcs
STORRS CAMPUS,0006,HAWLEY ARMORY,,00,016,327,525,Athletic or Physical Education Service,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0006,HAWLEY ARMORY,,00,016A,71,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0006,HAWLEY ARMORY,,01,100,"8,650",520,Athletic or Physical Education,,,ASSIGNABLE,IN SERVICE,1178,Allied Health Sciences,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0006,HAWLEY ARMORY,,01,100A,149,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1844,Veteran Military Prog and Svcs,1999,Student Success
STORRS CAMPUS,0006,HAWLEY ARMORY,,01,100B,195,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1844,Veteran Military Prog and Svcs,1999,Student Success
STORRS CAMPUS,0006,HAWLEY ARMORY,,01,100C,147,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1844,Veteran Military Prog and Svcs,1999,Student Success
STORRS CAMPUS,0006,HAWLEY ARMORY,,01,101,"1,085",515,Armory Service,,,ASSIGNABLE,IN SERVICE,1844,Veteran Military Prog and Svcs,1999,Student Success
STORRS CAMPUS,0006,HAWLEY ARMORY,,01,102,448,650,Lounge,,,ASSIGNABLE,IN SERVICE,1844,Veteran Military Prog and Svcs,1999,Student Success
STORRS CAMPUS,0006,HAWLEY ARMORY,,01,102A,21,655,Lounge Service,,,ASSIGNABLE,IN SERVICE,1844,Veteran Military Prog and Svcs,1999,Student Success
STORRS CAMPUS,0006,HAWLEY ARMORY,,01,105,224,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1844,Veteran Military Prog and Svcs,1999,Student Success
STORRS CAMPUS,0006,HAWLEY ARMORY,,01,106,178,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1844,Veteran Military Prog and Svcs,1999,Student Success
STORRS CAMPUS,0006,HAWLEY ARMORY,,01,107,114,515,Armory Service,,,ASSIGNABLE,IN SERVICE,1844,Veteran Military Prog and Svcs,1999,Student Success
STORRS CAMPUS,0006,HAWLEY ARMORY,,01,107A,18,515,Armory Service,,,ASSIGNABLE,IN SERVICE,1844,Veteran Military Prog and Svcs,1999,Student Success
STORRS CAMPUS,0006,HAWLEY ARMORY,,01,107B,8,515,Armory Service,,,ASSIGNABLE,IN SERVICE,1844,Veteran Military Prog and Svcs,1999,Student Success
STORRS CAMPUS,0006,HAWLEY ARMORY,,01,107C,8,515,Armory Service,,,ASSIGNABLE,IN SERVICE,1844,Veteran Military Prog and Svcs,1999,Student Success
STORRS CAMPUS,0006,HAWLEY ARMORY,,02,201,757,515,Armory Service,,,ASSIGNABLE,IN SERVICE,1844,Veteran Military Prog and Svcs,1999,Student Success
STORRS CAMPUS,0006,HAWLEY ARMORY,,02,201A,32,515,Armory Service,,,ASSIGNABLE,IN SERVICE,1844,Veteran Military Prog and Svcs,1999,Student Success
STORRS CAMPUS,0006,HAWLEY ARMORY,,02,202,110,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1844,Veteran Military Prog and Svcs,1999,Student Success
STORRS CAMPUS,0006,HAWLEY ARMORY,,02,203,"1,131",515,Armory Service,,,ASSIGNABLE,IN SERVICE,1844,Veteran Military Prog and Svcs,1999,Student Success
STORRS CAMPUS,0006,HAWLEY ARMORY,,02,203A,63,515,Armory Service,,,ASSIGNABLE,IN SERVICE,1844,Veteran Military Prog and Svcs,1999,Student Success
STORRS CAMPUS,0006,HAWLEY ARMORY,,02,204,553,110,Classroom,24,,ASSIGNABLE,IN SERVICE,1071,Registrar,2001,Academic Operations
STORRS CAMPUS,0006,HAWLEY ARMORY,,02,205,129,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1844,Veteran Military Prog and Svcs,1999,Student Success
STORRS CAMPUS,0006,HAWLEY ARMORY,,02,207,264,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1844,Veteran Military Prog and Svcs,1999,Student Success
STORRS CAMPUS,0006,HAWLEY ARMORY,,02,209,185,310,Staff Office,,,ASSIGNABLE,IN SERVICE,1844,Veteran Military Prog and Svcs,1999,Student Success
STORRS CAMPUS,0006,HAWLEY ARMORY,,03,301,231,312,Grad/Student Office,,,ASSIGNABLE,IN SERVICE,1844,Veteran Military Prog and Svcs,1999,Student Success
STORRS CAMPUS,0007,"KLINCK, MERLE S. AGRICULTURAL ENGINEE",,01,101,"1,770",312,Grad/Student Office,,,ASSIGNABLE,IN SERVICE,1171,Natural Resources and Environ,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0007,"KLINCK, MERLE S. AGRICULTURAL ENGINEE",,01,101A,901,210,Class Laboratory,24,,ASSIGNABLE,IN SERVICE,1171,Natural Resources and Environ,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0007,"KLINCK, MERLE S. AGRICULTURAL ENGINEE",,01,107,166,312,Grad/Student Office,,,ASSIGNABLE,IN SERVICE,1171,Natural Resources and Environ,1151,"Agriculture,Health,Natural Rcs"
STORRS CAMPUS,0007,"KLINCK, MERLE S. AGRICULTURAL ENGINEE",,02,202,661,250.10,Bench / Wet lab,,,ASSIGNABLE,IN SERVICE,1171,Natural Resources and Environ,1151,"Agriculture,Health,Natural Rcs"
